Food Related,Bill Number,Bill Title,Introducers,Committee Assignment,Current Status,Description,Bill URL,Archived
false,HB770,PROPOSING AMENDMENTS TO THE HAWAII STATE CONSTITUTION TO ESTABLISH A CONTINUOUS LEGISLATIVE SESSION.,"BELATTI, AMATO, GRANDINETTI, HUSSEY, KAPELA, PERRUSO, REYES ODA, TAM","LMG, JHA, FIN","(H) 1/21/2025- Referred to LMG, JHA, FIN, referral sheet 2","Establishes a continuous Legislature.  Requires the Legislature to convene at least once each month.  Repeals language regarding special sessions, adjournment, and recesses.  Creates a 2-year deadline for a bill to be submitted for gubernatorial consideration.  Standardizes the number of days that the Governor must approve or veto a bill submitted for consideration.  Requires the passage of the legislative budget within 45 days before the end of each fiscal year.  Prohibits members of the legislature from holding any position of employment in the private sector during their term.  Authorizes members to serve in the United States military reserves, National Guard, or hold any lawful position of government employment, subject to certain current ethical limitations.  Establishes salaries of the members of the Legislature pursuant to recommendations by the Commission on Salaries submitted during the 2028 regular session, unless those recommendations are amended by law.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=770&year=2025,true
false,HB787 HD1,RELATING TO DECARBONIZATION.,"LOWEN, GRANDINETTI, LA CHICA, MARTEN, PERRUSO, POEPOE, QUINLAN, SOUZA, TODD","EEP, FIN","(H) 2/13/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; Representative(s) Garcia, Pierick voting no (2) and Representative(s) Cochran, Kitagawa, Ward excused (3).","Requires the Hawaii Climate Change Mitigation and Adaptation Commission to study the feasibility of implementing a ""buy clean"" decarbonization policy and program in Hawaii.  Requires administrative and substantive support from the Department of Land and Natural Resources.  Appropriates funds.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=787&year=2025,true
false,HB791,RELATING TO STATE FUNDS.,YAMASHITA,FIN,"(H) 1/21/2025- Referred to FIN, referral sheet 2","Makes technical amendments to the definition of ""state funds"" as it relates to the deposit of certain moneys into the state treasury.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=791&year=2025,true
false,HB810 HD1,RELATING TO NOISE POLLUTION.,"MATAYOSHI, CHUN, LA CHICA, LEE, M., MARTEN, SAYAMA, TAM, TARNAS","TRN, EEP, JHA","(H) 2/14/2025- Report adopted; referred to the committee(s) on JHA with Representative(s) Garcia voting aye with reservations; none voting no (0) and Representative(s) Cochran, Matayoshi, Poepoe, Ward excused (4).",Establishes a private right of action for any person aggrieved by a violation of the Federal Aviation Act and existing federal laws to bring a civil action against the owner or operator of the helicopter in violation and collect damages and litigation costs.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=810&year=2025,true
false,HB820,RELATING TO HEALTH INSURANCE.,"KEOHOKAPU-LEE LOY, AMATO, CHUN, IWAMOTO, MATAYOSHI, OLDS, PIERICK, TAKAYAMA","HLT, CPC, FIN","(H) 1/23/2025- Referred to HLT, CPC, FIN, referral sheet 3","Requires all health insurers in the State, including Medicaid managed care programs, to cover the cost of continuous glucose monitors and related supplies under certain conditions.  Applies to insurance policies, contracts, plans, or agreements issued or renewed in the State after 12/31/2025.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=820&year=2025,true
false,HB823,RELATING TO EMERGENCY EVACUATION ROUTES.,"MURAOKA, IWAMOTO, PIERICK, WARD","TRN/PBS, WAL, FIN","(H) 1/23/2025- Referred to TRN/PBS, WAL, FIN, referral sheet 3","Requires and appropriates moneys for the Department of Transportation, in collaboration with the City and County of Honolulu, to assess and develop an improvement plan for emergency evacuation routes along the Waianae coast.  Authorizes the Department to request input and assistance from the United States Navy.  Requires a report to the Legislature.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=823&year=2025,true
false,HB827 HD1,RELATING TO WORKERS' COMPENSATION MEDICAL BENEFITS.,"MIYAKE, AMATO, EVSLIN, GARCIA, GARRETT, GRANDINETTI, HUSSEY, KAHALOA, KEOHOKAPU-LEE LOY, KILA, LAMOSAO, LEE, M., LOWEN, MARTEN, MATSUMOTO, MORIKAWA, OLDS, PERRUSO, POEPOE, SOUZA, TAKENOUCHI, TARNAS, TODD","LAB, FIN","(H) 2/12/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Sayama, Ward excused (3).","Expands workers' compensation medical benefits for firefighters to include coverage for adenocarcinoma or mesothelioma of the respiratory system; cancer of the buccal cavity, colon, pharynx, and thyroid; and malignant melanoma.  Specifies that an employer may prove that the cancer or disease was not associated with the firefighting duties to deny medical benefits under workers' compensation law.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=827&year=2025,true
true,HB828,RELATING TO PLANT-BASED FOOD AND DRINKS.,MIYAKE (Introduced by request of another party),"LAB, HLT, FIN","(H) 1/23/2025- Referred to LAB, HLT, FIN, referral sheet 3","Requires state agencies to establish a Plant-Based-By-Default Program for food and drinks offered at state-operated prisons, state-licensed hospitals, and government-sponsored events.  Requires the Director of Corrections and Rehabilitation, Comptroller, and Director of Health to submit annual reports to the Hawaii Climate Change Mitigation and Adaptation Commission.  Effective 7/1/2026.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=828&year=2025,true
false,HB837,RELATING TO HOMEOWNER ASSOCIATIONS.,"REYES ODA, GARCIA, MATSUMOTO, MURAOKA, OLDS, PIERICK, WARD","CPC, JHA, FIN","(H) 1/23/2025- Referred to CPC, JHA, FIN, referral sheet 3","Establishes an ombudsman's office for homeowner associations within the Department of Commerce and Consumer Affairs.  Establishes an ombudsman's office special fund.  Requires board members of condominium associations, cooperative housing corporations, and planned community associations to meet certain educational requirements through classes offered by the ombudsman.  Updates statutes relating to condominium associations, cooperative housing corporations, and planned community associations to integrate the role and functions of the ombudsman's office for homeowner associations.  Appropriates funds for establishment of the ombudsman's office.  Declares that the appropriation exceeds the state general fund expenditure ceiling for 2024-2025.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=837&year=2025,true
false,HB914 HD2,RELATING TO WATER CARRIERS.,HASHEM,"TRN, CPC, FIN","(H) 2/14/2025- Report adopted; referred to the committee(s) on FIN as amended in HD 2 with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Matayoshi, Poepoe, Ward excused (4).",Authorizes the Public Utilities Commission to establish automatic adjustment mechanisms.  Authorizes the Public Utilities Commission to grant exemptions to any water carrier from any requirement under the Hawaii Water Carrier Act.  Effective 7/1/3000.  (HD2),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=914&year=2025,true
false,HB847 HD1,RELATING TO HAWAII RETIREMENT SAVINGS ACT.,"SAYAMA, CHUN, GARRETT, GRANDINETTI, ICHIYAMA, KEOHOKAPU-LEE LOY, KILA, KUSCH, LAMOSAO, LEE, M., LOWEN, MARTEN, MATAYOSHI, MIYAKE, OLDS, QUINLAN, TAKAYAMA, TAM, TODD","LAB, FIN","(H) 2/12/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Sayama, Ward excused (3).","Clarifies the definition of ""covered employer"" under the Hawaii Retirement Savings Act.  Requires covered employers to automatically enroll covered employees into the Hawaii Retirement Savings Program unless the employee chooses to opt out.  Repeals the limit on the total fees and expenses that can be spent for the Program each year.  Appropriates funds to the Department of Labor and Industrial Relations for the development and operation of the Program.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=847&year=2025,true
false,HB861 HD1,RELATING TO TRANSPORTATION.,"LA CHICA, AMATO, KILA, LOWEN, MARTEN, MIYAKE, MORIKAWA, PERRUSO, PIERICK, REYES ODA, TARNAS, WARD, WOODSON","EDN, FIN","(H) 2/13/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Kitagawa, Ward excused (3).","Designates student transportation as critical infrastructure and a critical service for Hawaii's public education system.  Requires all school bus contracts between the State and the contractor to include certain standards, performance metrics, and accountability requirements to prevent service disruptions.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=861&year=2025,true
false,HB874 HD3 SD2 CD1,RELATING TO CHILD PERFORMERS.,"LEE, M., GRANDINETTI, KAPELA, KILA, LOWEN, MARTEN, PERRUSO, SOUZA, TARNAS, TODD, Amato, Matayoshi, Matsumoto, Muraoka","LBT, JDC/CPN","(H) 6/4/2025- Act 173, on 06/04/2025 (Gov. Msg. No. 1273).","Establishes that for a minor in theatrical employment with a gross income of at least $5,000 on a project or $20,000 in a calendar year:  a parent or legal guardian of the minor is required to establish a trust account for the minor with an independent third-party trustee; and the employer of the minor is required to deposit a portion of the minor's earnings into the trust account until the minor becomes an adult.  Makes misappropriation or fraudulent use of funds within the trust account a breach of fiduciary duty subject to penalties.  (CD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=874&year=2025,true
false,HB876,RELATING TO HEALTHCARE PRECEPTORS.,"LEE, M., AMATO, BELATTI, GARRETT, GRANDINETTI, IWAMOTO, KILA, KITAGAWA, MARTEN, OLDS, PERRUSO, PIERICK, SOUZA, TAKAYAMA, TARNAS","HLT, ECD, FIN","(H) 1/23/2025- Referred to HLT, ECD, FIN, referral sheet 3","Adds psychology, physician assistant, marriage and family therapist, mental health counselor, clinical social worker, rehabilitation counselor, and school counselor students to the definition of ""eligible student"" under the qualifications for the healthcare preceptor tax credit.  Amends the definition of ""preceptor"" by adding psychologists, physician assistants, marriage and family therapists, mental health counselors, clinical social workers, rehabilitation counselors, and school counselors to the list of preceptors eligible to receive the tax credit.  Applies to taxable years beginning after 12/31/2025.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=876&year=2025,true
false,HB883,RELATING TO EMERGENCY MANAGEMENT.,"WARD, GARCIA, IWAMOTO, KILA, PIERICK","PBS, LAB, FIN",(H) 1/31/2025- The committee(s) on PBS recommend(s) that the measure be deferred.,Requires the Hawaii emergency management agency to inventory all designated emergency shelters and their ability to withstand a category one hurricane or higher.  Requires Hawaii emergency management agency to publish a publicly available list of shelters and their respective hurricane ratings.  Appropriates funds for a hurricane shelter retrofit program and director.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=883&year=2025,true
false,HB894,RELATING TO GOVERNMENT.,"TARNAS, AMATO, EVSLIN, IWAMOTO, KAHALOA, KAPELA, KUSCH, LA CHICA, LEE, M., LOWEN, MARTEN, OLDS, PERRUSO, POEPOE, REYES ODA, SOUZA, TAKAYAMA, TAM, TODD","JHA, FIN",(H) 2/5/2025- The committee(s) on JHA recommend(s) that the measure be deferred.,"Prohibits state contractors, prospective state contractors, holders of procurement prequalification certificates, or principals of these groups from making contributions to, or soliciting contributions from their employees or from subcontractors or principals of subcontractors on behalf of, certain candidate committees, noncandidate committees, and political party committees.  Requires the Procurement Policy Board to adopt rules to issue prequalification certificates to prospective contractors for public buildings or other public works.  Amends the contribution limits for certain individuals and noncandidate committees.  Prohibits lobbyists and certain persons related to lobbyists from soliciting contributions from client lobbyists.  Increases the administrative fines.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=894&year=2025,true
false,HB897,RELATING TO THE NURSE LICENSURE COMPACT.,PIERICK,"HLT/LAB, CPC, FIN","(H) 1/23/2025- Referred to HLT/LAB, CPC, FIN, referral sheet 3","Authorizes the Governor to enter the State into a multistate Nurse Licensure Compact that will allow a nurse who is licensed by a home state to practice under a multistate licensure privilege in each party state.  Beginning 7/1/20  , requires each person who holds a multistate nurse license issued by another state and is employed by a health care facility to complete annual demographic data surveys.  Authorizes the State Board of Nursing to charge different fees for registered nurses and licensed practical nurses who hold a multistate license issued by the State.  Provides that the Nurse Licensure Compact shall become effective and binding in the State two years after the Act takes effect.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=897&year=2025,true
